season,season_id,match_id,nb_games
1992/93,1,358,462
1992/93,1,25,462
1992/93,1,10,462
1992/93,1,427,462
1992/93,1,216,462
1992/93,1,146,462
1992/93,1,126,462
1992/93,1,5,462
1992/93,1,407,462
1992/93,1,437,462
1992/93,1,456,462
1992/93,1,115,462
1992/93,1,52,462
1992/93,1,382,462
1992/93,1,340,462
1992/93,1,413,462
1992/93,1,400,462
1992/93,1,275,462
1992/93,1,321,462
1992/93,1,337,462
1992/93,1,365,462
1992/93,1,42,462
1992/93,1,192,462
1992/93,1,187,462
1992/93,1,32,462
1992/93,1,62,462
1992/93,1,173,462
1992/93,1,151,462
1992/93,1,355,462
1992/93,1,112,462
1992/93,1,401,462
1992/93,1,396,462
1992/93,1,121,462
1992/93,1,451,462
1992/93,1,67,462
1992/93,1,143,462
1992/93,1,288,462
1992/93,1,319,462
1992/93,1,424,462
1992/93,1,195,462
1992/93,1,106,462
1992/93,1,63,462
1992/93,1,43,462
1992/93,1,351,462
1992/93,1,188,462
1992/93,1,449,462
1992/93,1,431,462
1992/93,1,231,462
1992/93,1,301,462
1992/93,1,367,462
1992/93,1,236,462
1992/93,1,103,462
1992/93,1,329,462
1992/93,1,118,462
1992/93,1,37,462
1992/93,1,207,462
1992/93,1,274,462
1992/93,1,16,462
1992/93,1,294,462
1992/93,1,224,462
1992/93,1,322,462
1992/93,1,125,462
1992/93,1,213,462
1992/93,1,92,462
1992/93,1,459,462
1992/93,1,181,462
1992/93,1,330,462
1992/93,1,239,462
1992/93,1,2,462
1992/93,1,15,462
1992/93,1,183,462
1992/93,1,280,462
1992/93,1,448,462
1992/93,1,156,462
1992/93,1,313,462
1992/93,1,205,462
1992/93,1,38,462
1992/93,1,378,462
1992/93,1,336,462
1992/93,1,349,462
1992/93,1,381,462
1992/93,1,332,462
1992/93,1,428,462
1992/93,1,359,462
1992/93,1,343,462
1992/93,1,418,462
1992/93,1,44,462
1992/93,1,87,462
1992/93,1,82,462
1992/93,1,244,462
1992/93,1,298,462
1992/93,1,408,462
1992/93,1,240,462
1992/93,1,65,462
1992/93,1,458,462
1992/93,1,66,462
1992/93,1,417,462
1992/93,1,83,462
1992/93,1,327,462
1992/93,1,137,462
1992/93,1,255,462
1992/93,1,95,462
1992/93,1,168,462
1992/93,1,157,462
1992/93,1,232,462
1992/93,1,39,462
1992/93,1,253,462
1992/93,1,325,462
1992/93,1,435,462
1992/93,1,373,462
1992/93,1,184,462
1992/93,1,318,462
1992/93,1,372,462
1992/93,1,249,462
1992/93,1,131,462
1992/93,1,12,462
1992/93,1,399,462
1992/93,1,76,462
1992/93,1,23,462
1992/93,1,392,462
1992/93,1,454,462
1992/93,1,109,462
1992/93,1,72,462
1992/93,1,9,462
1992/93,1,27,462
1992/93,1,345,462
1992/93,1,425,462
1992/93,1,379,462
1992/93,1,309,462
1992/93,1,333,462
1992/93,1,60,462
1992/93,1,304,462
1992/93,1,134,462
1992/93,1,159,462
1992/93,1,433,462
1992/93,1,110,462
1992/93,1,200,462
1992/93,1,64,462
1992/93,1,18,462
1992/93,1,214,462
1993/94,2,840,462
1993/94,2,886,462
1993/94,2,533,462
1993/94,2,493,462
1993/94,2,773,462
1993/94,2,541,462
1993/94,2,823,462
1993/94,2,824,462
1993/94,2,883,462
1993/94,2,846,462
1993/94,2,790,462
1993/94,2,668,462
1993/94,2,648,462
1993/94,2,607,462
1993/94,2,487,462
1993/94,2,682,462
1993/94,2,897,462
1993/94,2,646,462
1993/94,2,768,462
1993/94,2,536,462
1993/94,2,468,462
1993/94,2,560,462
1993/94,2,689,462
1993/94,2,888,462
1993/94,2,637,462
1993/94,2,919,462
1993/94,2,680,462
1993/94,2,650,462
1993/94,2,657,462
1993/94,2,862,462
1993/94,2,877,462
1993/94,2,764,462
1993/94,2,759,462
1993/94,2,841,462
1993/94,2,832,462
1993/94,2,567,462
1993/94,2,604,462
1993/94,2,616,462
1993/94,2,590,462
1993/94,2,884,462
1993/94,2,477,462
1993/94,2,639,462
1993/94,2,855,462
1993/94,2,699,462
1993/94,2,850,462
1993/94,2,819,462
1993/94,2,784,462
1993/94,2,918,462
1993/94,2,673,462
1993/94,2,552,462
1993/94,2,750,462
1993/94,2,707,462
1993/94,2,706,462
1993/94,2,553,462
1993/94,2,666,462
1993/94,2,612,462
1993/94,2,722,462
1993/94,2,880,462
1993/94,2,620,462
1993/94,2,642,462
1993/94,2,875,462
1993/94,2,469,462
1993/94,2,866,462
1993/94,2,681,462
1993/94,2,737,462
1993/94,2,571,462
1993/94,2,515,462
1993/94,2,908,462
1993/94,2,893,462
1993/94,2,656,462
1993/94,2,868,462
1993/94,2,669,462
1993/94,2,716,462
1993/94,2,775,462
1993/94,2,611,462
1993/94,2,691,462
1993/94,2,765,462
1993/94,2,715,462
1993/94,2,523,462
1993/94,2,539,462
1993/94,2,701,462
1993/94,2,601,462
1993/94,2,658,462
1993/94,2,628,462
1993/94,2,814,462
1993/94,2,857,462
1993/94,2,496,462
1993/94,2,465,462
1993/94,2,758,462
1993/94,2,831,462
1993/94,2,731,462
1993/94,2,742,462
1993/94,2,576,462
1993/94,2,736,462
1993/94,2,670,462
1993/94,2,843,462
1993/94,2,587,462
1993/94,2,690,462
1993/94,2,702,462
1993/94,2,623,462
1993/94,2,881,462
1993/94,2,661,462
1993/94,2,488,462
1993/94,2,826,462
1993/94,2,777,462
1993/94,2,741,462
1993/94,2,745,462
1993/94,2,810,462
1993/94,2,718,462
1993/94,2,592,462
1993/94,2,792,462
1993/94,2,585,462
1993/94,2,568,462
1993/94,2,484,462
1993/94,2,530,462
1993/94,2,614,462
1993/94,2,566,462
1993/94,2,781,462
1993/94,2,887,462
1993/94,2,802,462
1993/94,2,752,462
1993/94,2,644,462
1993/94,2,821,462
1993/94,2,874,462
1993/94,2,797,462
1993/94,2,738,462
1993/94,2,546,462
1993/94,2,482,462
1993/94,2,532,462
1993/94,2,907,462
1993/94,2,783,462
1993/94,2,498,462
1993/94,2,527,462
1993/94,2,910,462
1993/94,2,665,462
1993/94,2,638,462
1993/94,2,889,462
1993/94,2,839,462
1993/94,2,502,462
1993/94,2,478,462
1993/94,2,769,462
1993/94,2,879,462
1993/94,2,654,462
1993/94,2,829,462
1993/94,2,836,462
1993/94,2,634,462
1993/94,2,595,462
1993/94,2,772,462
1993/94,2,562,462
1993/94,2,518,462
1993/94,2,632,462
1993/94,2,467,462
1993/94,2,920,462
1993/94,2,895,462
1993/94,2,844,462
1993/94,2,698,462
1993/94,2,860,462
1993/94,2,659,462
1993/94,2,811,462
1993/94,2,655,462
1993/94,2,755,462
1993/94,2,696,462
1993/94,2,849,462
1993/94,2,534,462
1993/94,2,570,462
1993/94,2,578,462
1993/94,2,511,462
1993/94,2,645,462
1993/94,2,684,462
1993/94,2,815,462
1993/94,2,476,462
1993/94,2,891,462
1993/94,2,677,462
1993/94,2,674,462
1993/94,2,529,462
1993/94,2,890,462
1993/94,2,805,462
1993/94,2,914,462
1993/94,2,667,462
1993/94,2,613,462
1993/94,2,537,462
1993/94,2,796,462
1993/94,2,835,462
1993/94,2,822,462
1993/94,2,630,462
1993/94,2,540,462
1993/94,2,481,462
1993/94,2,859,462
1993/94,2,751,462
1993/94,2,542,462
1993/94,2,916,462
1993/94,2,647,462
1993/94,2,727,462
1993/94,2,746,462
1993/94,2,761,462
1993/94,2,724,462
1993/94,2,748,462
1993/94,2,504,462
1993/94,2,771,462
1993/94,2,717,462
1993/94,2,664,462
1993/94,2,631,462
1993/94,2,904,462
1993/94,2,903,462
1993/94,2,729,462
1993/94,2,833,462
1993/94,2,734,462
1993/94,2,521,462
1993/94,2,852,462
1993/94,2,596,462
1993/94,2,851,462
1993/94,2,597,462
1993/94,2,506,462
1993/94,2,869,462
1993/94,2,672,462
1993/94,2,636,462
1993/94,2,497,462
1993/94,2,864,462
1993/94,2,505,462
1993/94,2,485,462
1993/94,2,555,462
1993/94,2,913,462
1993/94,2,780,462
1993/94,2,509,462
1993/94,2,660,462
1993/94,2,902,462
1993/94,2,688,462
1993/94,2,564,462
1993/94,2,767,462
1993/94,2,649,462
1993/94,2,610,462
1993/94,2,583,462
1993/94,2,545,462
1993/94,2,818,462
1993/94,2,757,462
1993/94,2,602,462
1993/94,2,554,462
1993/94,2,723,462
1993/94,2,778,462
1993/94,2,726,462
1993/94,2,526,462
1993/94,2,483,462
1993/94,2,770,462
1993/94,2,924,462
1993/94,2,785,462
1993/94,2,609,462
1993/94,2,603,462
1993/94,2,582,462
1993/94,2,894,462
1993/94,2,577,462
1993/94,2,625,462
1993/94,2,812,462
1993/94,2,703,462
1993/94,2,760,462
1993/94,2,633,462
1993/94,2,547,462
1993/94,2,565,462
1993/94,2,466,462
1993/94,2,786,462
1993/94,2,800,462
1993/94,2,494,462
1993/94,2,480,462
1993/94,2,898,462
1993/94,2,749,462
1993/94,2,725,462
1993/94,2,848,462
1993/94,2,794,462
1993/94,2,584,462
1993/94,2,705,462
1993/94,2,847,462
1993/94,2,513,462
1993/94,2,692,462
1993/94,2,732,462
1993/94,2,643,462
1993/94,2,679,462
1993/94,2,605,462
1993/94,2,713,462
1993/94,2,856,462
1993/94,2,806,462
1993/94,2,464,462
1993/94,2,573,462
1993/94,2,901,462
1993/94,2,842,462
1993/94,2,499,462
1993/94,2,735,462
1993/94,2,827,462
1993/94,2,663,462
1993/94,2,580,462
1993/94,2,837,462
1993/94,2,470,462
1993/94,2,793,462
1993/94,2,911,462
1993/94,2,870,462
1993/94,2,599,462
1993/94,2,863,462
1993/94,2,712,462
1993/94,2,463,462
1993/94,2,825,462
1993/94,2,756,462
1993/94,2,510,462
1993/94,2,640,462
1993/94,2,491,462
1993/94,2,618,462
1993/94,2,608,462
1993/94,2,915,462
1993/94,2,867,462
1993/94,2,500,462
1993/94,2,489,462
1993/94,2,549,462
1993/94,2,740,462
1993/94,2,779,462
1993/94,2,700,462
1993/94,2,586,462
1993/94,2,912,462
1993/94,2,710,462
1993/94,2,615,462
1993/94,2,906,462
1993/94,2,550,462
1993/94,2,579,462
1993/94,2,861,462
1993/94,2,635,462
1993/94,2,641,462
1993/94,2,694,462
1993/94,2,621,462
1993/94,2,622,462
1993/94,2,472,462
1993/94,2,575,462
1993/94,2,795,462
1993/94,2,853,462
1993/94,2,519,462
1993/94,2,803,462
1993/94,2,923,462
1993/94,2,581,462
1993/94,2,572,462
1993/94,2,830,462
1993/94,2,813,462
1993/94,2,593,462
1993/94,2,753,462
1993/94,2,808,462
1993/94,2,711,462
1993/94,2,754,462
1993/94,2,876,462
1993/94,2,473,462
1993/94,2,828,462
1993/94,2,617,462
1993/94,2,776,462
1993/94,2,606,462
1993/94,2,619,462
1993/94,2,508,462
1993/94,2,763,462
1993/94,2,695,462
1993/94,2,687,462
1993/94,2,503,462
1993/94,2,563,462
1993/94,2,865,462
1993/94,2,535,462
1993/94,2,676,462
1993/94,2,512,462
1993/94,2,501,462
1993/94,2,922,462
1993/94,2,651,462
1993/94,2,798,462
1993/94,2,486,462
1993/94,2,514,462
1993/94,2,683,462
1993/94,2,591,462
1993/94,2,733,462
1993/94,2,629,462
1993/94,2,838,462
1993/94,2,714,462
1993/94,2,652,462
1993/94,2,551,462
1993/94,2,544,462
1993/94,2,525,462
1993/94,2,885,462
1993/94,2,762,462
1993/94,2,817,462
1993/94,2,878,462
1993/94,2,816,462
1993/94,2,474,462
1993/94,2,522,462
1993/94,2,520,462
1993/94,2,774,462
1993/94,2,479,462
1993/94,2,653,462
1993/94,2,801,462
1993/94,2,517,462
1993/94,2,524,462
1993/94,2,475,462
1993/94,2,872,462
1993/94,2,685,462
1993/94,2,675,462
1993/94,2,543,462
1993/94,2,892,462
1993/94,2,561,462
1993/94,2,556,462
1993/94,2,624,462
1993/94,2,845,462
1993/94,2,548,462
1993/94,2,739,462
1993/94,2,791,462
1993/94,2,747,462
1993/94,2,671,462
1993/94,2,721,462
1993/94,2,896,462
1993/94,2,720,462
1993/94,2,569,462
1993/94,2,709,462
1993/94,2,799,462
1993/94,2,697,462
1993/94,2,820,462
1993/94,2,589,462
1993/94,2,588,462
1993/94,2,490,462
1993/94,2,909,462
1993/94,2,873,462
1993/94,2,528,462
1993/94,2,809,462
1993/94,2,858,462
1993/94,2,559,462
1993/94,2,905,462
1993/94,2,804,462
1993/94,2,730,462
1993/94,2,693,462
1993/94,2,728,462
1993/94,2,558,462
1993/94,2,854,462
1993/94,2,917,462
1993/94,2,531,462
1993/94,2,921,462
1993/94,2,834,462
1993/94,2,899,462
1993/94,2,471,462
1993/94,2,708,462
1993/94,2,598,462
1993/94,2,626,462
1993/94,2,492,462
1993/94,2,788,462
1993/94,2,557,462
1993/94,2,900,462
1993/94,2,882,462
1993/94,2,719,462
1993/94,2,782,462
1993/94,2,704,462
1993/94,2,807,462
1993/94,2,594,462
1993/94,2,574,462
1993/94,2,538,462
1993/94,2,678,462
1993/94,2,627,462
1993/94,2,516,462
1993/94,2,495,462
1993/94,2,871,462
1993/94,2,600,462
1993/94,2,789,462
1993/94,2,662,462
1993/94,2,743,462
1993/94,2,766,462
1993/94,2,787,462
1993/94,2,686,462
1993/94,2,507,462
1993/94,2,744,462
1994/95,3,1272,462
1994/95,3,1145,462
1994/95,3,1111,462
1994/95,3,994,462
1994/95,3,1239,462
1994/95,3,1298,462
1994/95,3,927,462
1994/95,3,1067,462
1994/95,3,949,462
1994/95,3,1021,462
1994/95,3,1112,462
1994/95,3,990,462
1994/95,3,1019,462
1994/95,3,955,462
1994/95,3,1360,462
1994/95,3,1307,462
1994/95,3,1346,462
1994/95,3,1302,462
1994/95,3,944,462
1994/95,3,1182,462
1994/95,3,1303,462
1994/95,3,981,462
1994/95,3,1226,462
1994/95,3,1364,462
1994/95,3,1109,462
1994/95,3,1114,462
1994/95,3,1044,462
1994/95,3,1050,462
1994/95,3,1034,462
1994/95,3,1100,462
1994/95,3,1223,462
1994/95,3,1331,462
1994/95,3,1073,462
1994/95,3,1082,462
1994/95,3,1179,462
1994/95,3,972,462
1994/95,3,1184,462
1994/95,3,1120,462
1994/95,3,1235,462
1994/95,3,1338,462
1994/95,3,1352,462
1994/95,3,951,462
1994/95,3,1171,462
1994/95,3,953,462
1994/95,3,1193,462
1994/95,3,1208,462
1994/95,3,1155,462
1994/95,3,1040,462
1994/95,3,1070,462
1994/95,3,1206,462
1994/95,3,1380,462
1994/95,3,939,462
1994/95,3,1151,462
1994/95,3,1174,462
1994/95,3,1016,462
1994/95,3,1373,462
1994/95,3,1005,462
1994/95,3,941,462
1994/95,3,1275,462
1994/95,3,1204,462
1994/95,3,1035,462
1994/95,3,1122,462
1994/95,3,1131,462
1994/95,3,1119,462
1994/95,3,957,462
1994/95,3,1167,462
1994/95,3,1249,462
1994/95,3,1134,462
1994/95,3,985,462
1994/95,3,964,462
1994/95,3,1311,462
1994/95,3,1291,462
1994/95,3,1386,462
1994/95,3,1232,462
1994/95,3,1340,462
1994/95,3,1078,462
1994/95,3,1383,462
1994/95,3,1173,462
1994/95,3,1215,462
1994/95,3,1343,462
1994/95,3,1253,462
1994/95,3,1102,462
1994/95,3,969,462
1994/95,3,1375,462
1994/95,3,1262,462
1994/95,3,937,462
1994/95,3,1287,462
1994/95,3,1124,462
1994/95,3,1002,462
1994/95,3,1177,462
1994/95,3,1068,462
1994/95,3,1121,462
1994/95,3,1071,462
1994/95,3,1265,462
1994/95,3,1136,462
1994/95,3,983,462
1994/95,3,1144,462
1994/95,3,1164,462
1994/95,3,1233,462
1994/95,3,1202,462
1994/95,3,1248,462
1994/95,3,1325,462
1994/95,3,1049,462
1994/95,3,1118,462
1994/95,3,1305,462
1994/95,3,928,462
1994/95,3,1354,462
1994/95,3,1209,462
1994/95,3,1312,462
1994/95,3,1372,462
1994/95,3,1236,462
1994/95,3,1292,462
1994/95,3,995,462
1994/95,3,1222,462
1994/95,3,1369,462
1994/95,3,1059,462
1994/95,3,1048,462
1994/95,3,1304,462
1994/95,3,1089,462
1994/95,3,1083,462
1994/95,3,1308,462
1994/95,3,1149,462
1994/95,3,1152,462
1994/95,3,1074,462
1994/95,3,1157,462
1994/95,3,1066,462
1994/95,3,1001,462
1994/95,3,999,462
1994/95,3,991,462
1994/95,3,1041,462
1994/95,3,1029,462
1994/95,3,1033,462
1994/95,3,1348,462
1994/95,3,1355,462
1994/95,3,1251,462
1994/95,3,1045,462
1994/95,3,1065,462
1994/95,3,1339,462
1994/95,3,1243,462
1994/95,3,1056,462
1994/95,3,1313,462
1994/95,3,1189,462
1994/95,3,1154,462
1994/95,3,1017,462
1994/95,3,1318,462
1994/95,3,1153,462
1994/95,3,1336,462
1994/95,3,987,462
1994/95,3,1359,462
1994/95,3,1011,462
1994/95,3,1337,462
1994/95,3,1361,462
1994/95,3,929,462
1994/95,3,1180,462
1994/95,3,1264,462
1994/95,3,1058,462
1994/95,3,1276,462
1994/95,3,966,462
1994/95,3,1187,462
1994/95,3,1161,462
1994/95,3,925,462
1994/95,3,1175,462
1994/95,3,958,462
1994/95,3,1278,462
1994/95,3,1294,462
1994/95,3,940,462
1994/95,3,1108,462
1994/95,3,1188,462
1994/95,3,1288,462
1994/95,3,1091,462
1994/95,3,993,462
1994/95,3,968,462
1994/95,3,1349,462
1994/95,3,942,462
1994/95,3,1139,462
1994/95,3,1247,462
1994/95,3,1023,462
1994/95,3,1368,462
1994/95,3,1158,462
1994/95,3,1362,462
1994/95,3,1250,462
1994/95,3,1042,462
1994/95,3,1032,462
1994/95,3,1334,462
1994/95,3,1087,462
1994/95,3,1317,462
1994/95,3,965,462
1994/95,3,948,462
1994/95,3,1018,462
1994/95,3,1061,462
1994/95,3,1009,462
1994/95,3,1341,462
1994/95,3,1300,462
1994/95,3,1385,462
1994/95,3,1335,462
1994/95,3,1367,462
1994/95,3,954,462
1994/95,3,1282,462
1994/95,3,945,462
1994/95,3,1064,462
1994/95,3,1242,462
1994/95,3,980,462
1994/95,3,1345,462
1994/95,3,1295,462
1994/95,3,1296,462
1994/95,3,1098,462
1994/95,3,1054,462
1994/95,3,1299,462
1994/95,3,979,462
1994/95,3,1320,462
1994/95,3,1306,462
1994/95,3,1194,462
1994/95,3,1038,462
1994/95,3,1097,462
1994/95,3,1260,462
1994/95,3,1363,462
1994/95,3,1234,462
1994/95,3,1246,462
1994/95,3,1190,462
1994/95,3,1274,462
1994/95,3,1077,462
1994/95,3,1130,462
1994/95,3,1116,462
1994/95,3,933,462
1994/95,3,947,462
1994/95,3,1350,462
1994/95,3,1384,462
1994/95,3,1286,462
1994/95,3,1169,462
1994/95,3,1321,462
1994/95,3,1185,462
1994/95,3,1128,462
1994/95,3,998,462
1994/95,3,1012,462
1994/95,3,1319,462
1994/95,3,1110,462
1994/95,3,1133,462
1994/95,3,950,462
1994/95,3,1244,462
1994/95,3,1113,462
1994/95,3,1140,462
1994/95,3,1132,462
1994/95,3,1096,462
1994/95,3,1261,462
1994/95,3,931,462
1994/95,3,1227,462
1994/95,3,1105,462
1994/95,3,1203,462
1994/95,3,943,462
1994/95,3,934,462
1994/95,3,1316,462
1994/95,3,1229,462
1994/95,3,1055,462
1994/95,3,1094,462
1994/95,3,1199,462
1994/95,3,1221,462
1994/95,3,1370,462
1994/95,3,1010,462
1994/95,3,1095,462
1994/95,3,938,462
1994/95,3,967,462
1994/95,3,1205,462
1994/95,3,1043,462
1994/95,3,1280,462
1994/95,3,1024,462
1994/95,3,1159,462
1994/95,3,1103,462
1994/95,3,932,462
1994/95,3,1329,462
1994/95,3,1156,462
1994/95,3,971,462
1994/95,3,1323,462
1994/95,3,961,462
1994/95,3,1301,462
1994/95,3,986,462
1994/95,3,1257,462
1994/95,3,1090,462
1994/95,3,1080,462
1994/95,3,997,462
1994/95,3,984,462
1994/95,3,1197,462
1994/95,3,1063,462
1994/95,3,1357,462
1994/95,3,1092,462
1994/95,3,1365,462
1994/95,3,1142,462
1994/95,3,1123,462
1994/95,3,1099,462
1994/95,3,1256,462
1994/95,3,1230,462
1994/95,3,1200,462
1994/95,3,1216,462
1994/95,3,1196,462
1994/95,3,1290,462
1994/95,3,1324,462
1994/95,3,1150,462
1994/95,3,1297,462
1994/95,3,1254,462
1994/95,3,1026,462
1994/95,3,1027,462
1994/95,3,1266,462
1994/95,3,1101,462
1994/95,3,946,462
1994/95,3,1037,462
1994/95,3,936,462
1994/95,3,1347,462
1994/95,3,1162,462
1994/95,3,1022,462
1994/95,3,1079,462
1994/95,3,1279,462
1994/95,3,1081,462
1994/95,3,935,462
1994/95,3,1201,462
1994/95,3,1376,462
1994/95,3,1259,462
1994/95,3,1183,462
1994/95,3,1170,462
1994/95,3,959,462
1994/95,3,1115,462
1994/95,3,1238,462
1994/95,3,988,462
